ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
54408,0,1,0,0,1,1,-0.8234827228104653,0,1,0,0,10238,1.6326272767520174,0,0,0,0,1
10119,3,0,0,0,0,2,-0.5138954113154828,0,1,1,1,10238,-0.6404040237803992,0,0,0,0,1
575992,3,1,0,3,2,2,0.6260350916687002,1,0,0,1,32765,-0.6404040237803992,0,13,0,1,0
525723,2,1,1,1,0,0,0.41182141449150367,1,1,1,1,10238,-1.0192425738691353,0,3,0,2,0
75918,2,0,0,0,2,2,1.8715410717135437,1,0,0,0,10238,-1.3980811239578714,0,0,0,0,0
222805,2,1,0,2,2,2,0.6391011954708204,1,1,1,1,10238,-1.0192425738691353,0,2,0,3,0
874803,0,1,0,0,1,3,-0.0030433877364575575,1,1,1,0,32765,0.49611162648580914,0,0,0,0,1
337651,2,1,1,1,2,2,-0.22476361222588723,1,1,1,1,10238,-0.6404040237803992,0,1,0,1,0
610663,1,1,0,1,0,3,-0.28837868483200735,1,1,1,1,10238,-2.913435324312816,0,0,0,2,0
514238,3,1,0,2,0,0,-0.3061826867610599,1,0,1,1,32765,-1.0192425738691353,0,5,2,1,0
821534,2,1,0,1,1,1,-0.8313806080013971,1,1,0,1,10238,0.8749501765745452,0,1,0,0,0
127550,0,0,0,0,1,1,-2.3096577437238928,1,1,0,1,32765,-0.6404040237803992,0,0,0,0,1
509284,1,0,0,1,0,0,-0.47367543519564154,1,0,0,1,32765,0.11727307639707303,0,0,1,0,0
639522,2,1,0,2,2,2,1.2538982144275834,1,1,1,1,10238,-1.0192425738691353,0,5,0,2,0
979350,1,0,0,0,0,3,0.7265507539885525,1,1,0,1,10238,0.11727307639707303,0,0,0,0,0
396727,1,0,0,1,0,0,-0.5685224011534646,1,0,0,1,10238,2.0114658268407535,0,0,0,0,0
512169,1,1,0,1,0,0,0.33699202654757343,1,1,1,1,32765,-0.6404040237803992,0,3,0,1,0
677467,0,0,0,0,1,1,-2.77116296745753,1,1,0,0,32765,0.49611162648580914,0,0,0,0,1
725657,1,0,1,1,0,0,0.3378773261054499,0,0,1,1,32765,-1.3980811239578714,0,3,0,0,0
364101,3,0,0,3,2,2,0.3644565293436696,0,0,0,1,10238,-0.26156547369166305,0,1,2,0,0
912887,0,1,0,0,2,3,-0.28671782914159927,1,1,0,1,92101,0.49611162648580914,0,0,0,0,1
265974,3,1,1,3,1,0,-0.1044259315196832,1,1,0,1,10238,-1.0192425738691353,0,7,0,5,0
134867,2,0,0,2,0,2,0.9236830421537883,1,0,1,1,10238,-1.0192425738691353,0,3,0,1,0
419303,2,0,0,2,0,3,-0.6387984570089908,1,1,0,1,32765,-0.26156547369166305,0,1,0,2,0
161165,2,0,0,0,2,2,1.1235144796810848,1,1,1,1,10238,-0.26156547369166305,0,0,0,0,0
938143,0,1,0,0,2,3,0.011038586802603721,1,1,1,1,92101,0.002486210617670396,0,0,0,0,1
491650,1,1,0,0,0,0,0.46822742570460846,1,1,0,0,10238,0.11727307639707303,0,0,0,0,0
268752,0,0,0,0,0,1,-1.6426539412164611,0,1,1,0,10238,-0.6404040237803992,0,0,0,0,1
454701,3,0,0,3,0,2,0.14840712296454567,1,0,1,1,10238,-0.26156547369166305,0,2,1,2,0
568053,3,1,0,3,0,2,0.03176329586558711,1,1,1,1,10238,-1.0192425738691353,0,10,0,2,0
427513,2,0,0,1,2,0,0.392185524957805,1,0,1,1,32765,0.002486210617670396,0,4,0,2,0
294350,1,1,1,1,0,0,1.0578022721902882,1,1,0,1,10238,1.2537887266632812,0,5,0,0,1
337986,0,1,0,0,2,2,0.251913364837019,1,0,0,1,10238,0.8749501765745452,0,0,0,0,0
77771,2,1,0,2,0,0,0.18150753382042356,1,1,0,1,10238,-0.6404040237803992,0,7,0,0,0
573078,1,1,0,0,0,0,-0.5840738644248483,1,1,0,0,10238,2.39030437692949,0,0,0,0,1
214200,2,0,0,1,0,2,-0.07624127935585436,1,0,0,1,10238,0.8749501765745452,0,0,0,2,0
962680,2,0,1,2,1,1,-0.2914282202002215,0,1,0,1,10238,0.11727307639707303,0,0,0,0,0
720043,2,1,0,1,0,2,1.2037778339246972,0,1,1,1,32765,-1.3980811239578714,0,4,0,0,1
360562,0,0,0,0,2,3,-0.7720117167687752,1,1,0,0,10238,1.6326272767520174,0,0,0,0,0
621406,2,1,0,1,2,2,-0.2770325388091321,1,1,1,1,32765,-0.26156547369166305,0,5,0,0,0
702423,1,1,0,1,2,3,0.24866169524391102,0,1,0,0,32765,0.49611162648580914,0,1,0,3,1
740034,1,0,0,0,1,3,-0.4703631314939393,1,1,0,0,32765,0.002486210617670396,0,0,0,0,1
174068,0,0,0,0,0,1,-2.809621390306921,0,1,0,1,21217,0.49611162648580914,1,0,0,0,1
792106,0,1,0,0,1,1,-1.9899507565557446,0,0,0,1,32765,-0.6404040237803992,0,0,0,0,1
499640,1,1,0,1,2,2,-0.5710156208849011,1,1,1,1,32765,-1.7769196740466076,0,2,0,0,0
760445,2,0,0,1,2,2,-0.0030433877364575575,1,1,1,1,10238,-1.0192425738691353,0,0,0,2,0
875043,1,0,0,1,0,2,1.3872541675853873,0,0,1,0,10238,0.8749501765745452,0,1,0,1,0
651495,1,1,0,1,0,3,-0.43724627644609076,1,1,0,1,10238,0.002486210617670396,0,4,0,0,1
144471,1,1,1,1,2,2,-0.0030433877364575575,1,1,0,0,10238,1.6326272767520174,0,0,0,2,0
146839,0,1,0,0,1,1,-1.7864609097376036,0,1,0,0,32765,0.002486210617670396,0,0,0,0,1
404468,2,0,0,2,0,1,-0.9097937058004564,1,1,0,0,10238,2.39030437692949,0,0,0,0,0
772295,0,1,1,0,1,1,-1.1905696227775358,0,1,0,1,10238,0.11727307639707303,0,0,0,0,1
845482,0,0,0,0,2,1,0.14852712861268852,1,1,0,0,10238,1.2537887266632812,0,0,0,0,0
910614,2,0,0,1,2,2,1.005087335392808,1,1,0,1,32765,-1.0192425738691353,0,2,0,0,0
333933,0,0,0,0,0,3,-1.3568020193601316,1,1,0,0,10238,1.2537887266632812,0,0,0,0,0
107725,1,1,1,1,0,3,-1.8521366105063388,0,1,0,1,10238,1.2537887266632812,0,1,0,1,0
852185,2,1,0,0,1,2,1.41488647658578,1,0,0,1,10238,-0.26156547369166305,0,0,0,0,1
941297,3,1,0,0,2,2,-1.0447193094322489,1,0,1,1,32765,0.002486210617670396,0,0,0,0,0
971269,0,1,0,0,1,1,-1.2710724186216444,0,1,0,0,10238,1.2537887266632812,0,0,0,0,1
11119,3,0,0,3,0,2,1.6087990135192884,1,1,0,1,10238,0.8749501765745452,0,0,0,1,0
392953,1,0,0,0,0,0,-0.3384560302070316,0,1,1,0,32765,-1.3980811239578714,0,0,0,0,1
20975,1,1,0,1,2,2,0.8460525446987088,1,1,0,0,32765,-0.26156547369166305,0,1,0,0,0
485551,1,1,0,1,0,3,-0.015097985903156539,1,1,1,1,32765,-0.26156547369166305,0,4,2,0,1
658061,2,1,0,0,2,2,-0.40036945228507936,1,1,1,1,32765,-2.5345967742240796,0,0,0,0,1
690368,2,1,0,2,1,0,0.6378328293848272,1,1,1,1,21217,-0.26156547369166305,0,3,0,0,1
527374,0,0,0,0,1,1,-0.5867231038166171,0,0,0,1,10238,0.8749501765745452,0,0,0,0,1
683489,1,1,0,0,0,1,-2.299903166065708,1,1,1,1,10238,-1.0192425738691353,0,0,0,0,1
150186,3,1,0,0,0,2,0.07148484975858334,0,1,1,1,10238,0.11727307639707303,0,0,0,0,1
861996,0,1,0,0,2,0,-1.4813813777636622,1,1,0,1,10238,-0.6404040237803992,0,0,0,0,1
505284,3,1,0,3,0,3,0.65619280821262,1,0,0,0,32765,-0.26156547369166305,0,10,0,5,0
612740,3,0,0,0,2,2,0.810293502169131,0,1,1,1,10238,0.11727307639707303,0,0,0,0,1
338756,2,0,0,1,1,2,-0.0030433877364575575,1,1,1,1,10238,0.49611162648580914,0,0,0,2,0
285906,1,0,0,0,1,3,0.0009747567139664903,1,1,1,1,32765,-1.0192425738691353,0,0,0,0,1
163402,3,1,0,0,2,2,-0.0030433877364575575,1,0,1,1,32765,0.002486210617670396,0,0,0,0,0
3526,3,1,0,3,0,2,1.631081193884117,1,0,1,0,10238,0.49611162648580914,0,4,1,3,0
897340,1,1,0,1,1,1,-2.0483617274145463,0,1,0,1,10238,2.0114658268407535,0,1,0,0,1
235870,2,1,0,1,2,2,1.5543133467299957,1,0,1,1,32765,-1.0192425738691353,0,3,0,3,0
971102,1,0,0,1,1,3,0.16648902865845902,1,1,0,1,10238,0.11727307639707303,0,0,0,0,0
25025,1,0,0,1,2,0,0.5169996134236826,1,0,0,0,32765,-1.0192425738691353,1,3,0,1,0
794286,2,1,0,2,0,2,-1.011773401614129,1,0,0,1,10238,0.8749501765745452,0,2,0,2,0
64259,0,0,0,0,0,3,-0.8158518247812984,1,1,0,0,10238,0.11727307639707303,0,0,0,0,0
693740,0,1,0,0,1,1,-0.48609274017833476,0,1,0,0,10238,1.2537887266632812,1,0,0,0,1
230558,1,1,0,0,2,2,1.6033025885447683,1,1,0,0,32765,0.49611162648580914,0,0,0,0,1
241965,2,1,0,2,2,2,-0.20489329287491925,1,0,0,1,10238,0.11727307639707303,0,4,0,2,0
989945,0,1,0,0,1,1,-2.3716351026063944,0,1,1,0,10238,1.2537887266632812,0,0,0,0,0
302233,2,0,0,2,0,2,0.9091159978090161,1,1,1,1,21217,0.11727307639707303,0,1,0,2,1
987839,2,0,0,0,2,2,1.2355491676000698,1,1,1,1,32765,-1.0192425738691353,0,0,0,0,1
450776,2,1,0,1,1,1,-1.080053566765036,1,1,1,1,10238,-0.6404040237803992,0,3,1,2,0
987471,2,0,0,2,2,0,0.31503491152064433,1,1,1,1,32765,-1.0192425738691353,0,3,0,0,0
56391,3,1,0,2,0,2,1.3361686377310313,1,1,1,1,10238,-0.6404040237803992,0,4,0,5,0
783556,2,1,0,0,2,2,0.6805455633205999,1,1,1,1,10238,-1.7769196740466076,0,0,0,0,1
921160,1,0,0,0,2,2,1.1573178412507348,1,1,1,1,10238,-1.0192425738691353,0,0,0,0,0
319701,0,1,0,0,2,3,-1.7961282700498933,0,1,0,0,10238,1.2537887266632812,0,0,0,0,1
352416,3,0,0,0,2,2,0.5628565754061507,1,1,1,1,32765,-1.0192425738691353,0,0,0,0,0
780703,2,1,0,2,2,2,0.3054133347334705,1,1,1,1,10238,-1.0192425738691353,0,2,0,5,0
629596,1,0,0,1,0,0,-0.14949629758905533,0,1,0,1,10238,1.2537887266632812,0,0,1,2,1
722205,3,1,1,3,2,2,0.2664981852301334,1,1,1,1,10238,0.002486210617670396,0,5,3,6,0
692471,2,0,0,1,1,1,-1.144669186847476,0,1,1,1,10238,-1.7769196740466076,0,1,0,0,0
580439,2,1,0,1,2,2,-0.08186416139840118,1,0,1,0,32765,-1.0192425738691353,0,3,0,0,0
424392,3,0,0,3,0,2,0.8354346392634919,1,1,1,1,32765,-1.0192425738691353,0,7,1,1,0
119547,3,0,0,1,0,2,1.9702410211700099,1,1,1,1,10238,-0.6404040237803992,0,0,0,0,0
570007,1,0,0,0,0,0,1.261205117223104,1,1,0,0,10238,0.002486210617670396,0,0,0,0,0
886405,2,1,0,2,0,2,0.022225064032659045,1,1,1,1,32765,-1.0192425738691353,0,4,1,1,0
369977,1,0,0,1,0,2,0.8973425183554823,1,0,1,0,10238,-1.3980811239578714,0,0,0,0,0
68534,1,1,0,1,2,3,-0.6975696295784225,0,1,0,1,32765,-1.3980811239578714,0,3,0,0,0
459875,2,0,0,2,0,0,1.102898921251883,1,1,0,1,10238,0.11727307639707303,0,0,1,1,0
754494,0,0,0,0,0,1,-1.0322508165130342,0,1,0,0,10238,0.49611162648580914,0,0,0,0,1
175718,3,1,0,3,0,0,1.4719907269745074,1,0,1,1,10238,0.49611162648580914,0,3,1,3,0
3004,1,1,0,1,2,0,-0.13217780734848922,1,1,0,1,32765,-1.0192425738691353,0,2,1,2,0
552492,1,0,0,1,0,0,1.5784418495589942,1,1,0,0,32765,0.002486210617670396,0,2,0,0,0
950709,2,1,0,2,2,2,1.1485114298506276,1,0,1,1,92101,-1.0192425738691353,0,0,0,3,0
560739,0,0,0,0,0,1,-0.7695139009780662,0,1,0,0,10238,-0.26156547369166305,0,0,0,0,1
501805,3,0,0,3,0,2,0.3893637216320404,1,1,1,1,32765,-1.7769196740466076,0,1,2,6,0
787446,1,0,0,1,0,3,-1.0016363271236168,1,1,0,1,10238,0.11727307639707303,0,0,0,1,0
804227,2,1,0,2,0,3,-0.6288817547072186,0,1,0,1,10238,0.8749501765745452,0,2,0,3,1
456117,2,1,0,2,2,2,0.6422113495504459,1,1,0,1,10238,0.8749501765745452,0,3,0,3,0
394049,3,0,1,1,2,2,1.5770503214022418,0,0,1,1,32765,0.11727307639707303,0,1,0,0,1
23005,1,0,0,1,0,3,-0.0030433877364575575,1,1,1,1,32765,0.002486210617670396,0,3,1,0,0
723464,1,1,0,1,2,0,0.3072520740847711,1,1,0,1,32765,-1.3980811239578714,0,2,0,3,0
927038,0,1,0,0,0,3,-0.04837427878607355,1,1,1,0,10238,0.002486210617670396,0,0,0,0,0
152145,0,0,0,0,0,0,-0.059643846916847335,1,1,0,1,32765,-0.26156547369166305,0,0,0,0,1
582771,1,0,0,1,2,0,-0.30623693873709706,0,1,0,1,10238,1.2537887266632812,0,0,1,0,0
183084,1,1,0,1,1,3,-0.6783947856086403,1,1,1,0,10238,0.11727307639707303,0,1,0,2,1
487840,2,1,0,1,1,3,-1.6883332043042385,1,1,1,1,10238,-1.0192425738691353,0,4,1,1,0
225410,3,0,0,2,2,2,0.5461288135074687,1,0,1,1,10238,-2.1557582241353437,0,3,1,7,0
318668,1,0,0,1,1,3,-1.0165957840868864,1,1,1,1,10238,0.11727307639707303,1,1,0,1,0
123739,0,1,0,0,2,3,-1.686666867216507,0,1,0,0,10238,0.002486210617670396,0,0,0,0,1
61366,1,0,0,1,0,1,-1.522366016508714,0,1,0,0,10238,2.0114658268407535,0,1,0,0,1
229858,0,1,0,0,2,3,-1.50100787501543,1,1,0,0,10238,0.8749501765745452,0,0,0,0,1
349332,1,0,0,0,1,1,-0.812297123219869,0,1,0,0,10238,1.6326272767520174,0,0,0,0,1
304669,2,1,0,1,2,2,0.6841126981076994,1,1,1,1,92101,-0.6404040237803992,0,1,0,1,0
113911,1,0,1,1,0,0,0.5300408122815033,0,1,0,1,32765,-1.3980811239578714,0,2,0,1,0
999634,2,1,0,2,0,0,-0.36698223809228103,1,0,0,0,10238,2.39030437692949,0,3,0,3,0
448611,2,1,0,1,0,2,-0.0030433877364575575,1,0,1,1,10238,-1.7769196740466076,0,1,0,1,0
657988,0,1,0,0,0,1,-0.34001772033715416,0,1,0,0,10238,0.002486210617670396,0,0,0,0,1
229092,0,1,0,0,1,1,-0.7258158858734064,0,1,0,0,10238,0.8749501765745452,0,0,0,0,1
544815,0,0,0,0,1,1,-1.307993863820418,0,1,0,0,10238,1.6326272767520174,0,0,0,0,1
953288,3,0,0,1,2,2,-0.0030433877364575575,1,0,1,1,21217,0.49611162648580914,0,3,0,1,1
863514,2,0,0,1,0,0,0.04329480858053144,0,1,1,1,10238,-0.6404040237803992,0,0,0,2,0
394693,1,0,0,1,2,3,0.5148553708561107,0,1,0,0,32765,0.8749501765745452,0,2,0,0,1
799026,2,1,0,1,1,2,1.2478335409990784,1,0,1,1,10238,-1.3980811239578714,1,1,0,0,0
566713,2,0,1,2,1,0,-0.0030433877364575575,1,1,0,1,10238,0.11727307639707303,0,0,0,3,0
684265,2,1,0,2,1,2,0.4722544589654542,1,1,0,1,10238,0.49611162648580914,0,3,0,2,0
821544,1,0,0,0,1,3,0.04360317567293351,1,1,0,1,10238,0.8749501765745452,0,0,0,0,1
918079,0,1,0,0,0,1,-0.882304013212166,1,1,1,1,92101,-1.3980811239578714,0,0,0,0,1
52584,2,0,0,2,2,2,-0.10099141267400782,1,0,0,0,10238,1.6326272767520174,1,1,0,0,0
539433,2,0,0,0,2,2,0.8475308513816263,1,1,0,0,10238,2.7691429270182257,0,0,0,0,1
301476,1,0,0,1,0,0,-0.22658653866974052,1,0,0,1,10238,-0.26156547369166305,0,0,0,0,0
52434,1,1,0,1,0,2,0.7680760725305457,1,1,1,1,32765,-1.7769196740466076,0,3,0,0,0
430430,1,0,0,1,0,0,0.01049767604791071,0,0,0,0,32765,0.49611162648580914,0,0,0,0,1
243166,0,1,0,0,2,0,0.4691388542828717,1,1,1,1,10238,-0.26156547369166305,0,0,0,0,0
585805,0,0,0,0,0,2,-0.07626400559868972,0,1,0,0,32765,0.11727307639707303,0,0,0,0,1
338722,1,1,0,1,0,3,-0.9353215046652796,1,0,0,1,32765,-0.26156547369166305,1,1,0,1,0
991298,3,0,0,3,2,2,0.3543386859353399,0,0,1,1,32765,-1.0192425738691353,0,1,2,1,0
135565,1,0,0,1,2,3,-0.0030433877364575575,0,1,0,0,21217,0.49611162648580914,0,0,0,1,1
17483,1,0,0,1,0,1,-1.07974835609525,0,1,0,1,10238,0.002486210617670396,0,0,0,1,0
179037,2,1,1,2,0,2,-0.2736348731221463,1,1,1,1,10238,-1.0192425738691353,0,5,0,3,0
796132,1,1,0,1,0,0,-0.54876150958558,1,1,0,1,10238,1.6326272767520174,0,1,1,0,0
653167,3,0,0,0,2,2,1.9906900205667788,1,0,1,1,10238,-0.26156547369166305,0,0,0,0,0
8023,3,1,0,3,2,2,0.39507768571353896,1,1,0,0,10238,1.2537887266632812,0,4,0,2,0
979569,0,0,0,0,0,1,-2.369606970199541,0,1,0,1,32765,-1.3980811239578714,0,0,0,0,1
124969,3,0,0,3,2,2,-0.22979725945334895,1,0,0,1,32765,0.11727307639707303,0,3,2,3,0
958920,2,0,1,2,1,0,-1.11333320083677,1,0,1,1,32765,-2.1557582241353437,0,3,1,1,0
85377,2,0,0,2,0,3,-0.6020124993263619,0,0,0,1,10238,0.49611162648580914,0,1,0,1,0
273042,1,0,0,1,2,3,-0.971538474829116,1,1,0,0,10238,2.7691429270182257,0,0,2,0,0
50734,0,0,0,0,1,1,-1.4275570507997515,0,1,1,1,10238,0.49611162648580914,0,0,0,0,1
453713,2,0,0,0,0,2,0.560341884302334,1,1,1,0,10238,0.002486210617670396,0,0,0,0,0
698147,1,1,0,0,0,1,-1.2988761983560042,0,1,0,1,32765,0.49611162648580914,0,0,0,0,1
126485,1,0,1,1,1,1,-1.8732889224506912,1,1,0,1,10238,1.6326272767520174,0,0,0,0,0
583128,3,0,0,3,2,2,0.8586813915854088,1,1,0,1,10238,0.11727307639707303,0,3,0,3,0
56973,1,0,0,1,2,3,-1.1894762918734882,1,1,0,0,10238,-0.6404040237803992,0,0,0,0,0
584169,2,0,0,2,2,2,0.2286289510042781,1,0,1,1,10238,0.002486210617670396,0,0,0,3,0
430480,0,0,0,0,1,1,-0.8327152512637349,0,1,0,1,10238,1.2537887266632812,0,0,0,0,1
107735,3,1,0,3,2,2,-0.3105013811702174,1,0,1,1,32765,-1.7769196740466076,0,8,0,4,0
88159,0,1,0,0,0,0,0.4716701589476783,0,1,0,0,10238,-0.6404040237803992,0,0,0,0,0
283169,0,1,0,0,2,1,-0.6553718236501989,0,1,1,1,32765,0.002486210617670396,0,0,0,0,1
315441,0,1,0,0,2,3,-0.3092993384521193,0,1,0,0,21217,0.49611162648580914,0,0,0,0,1
728786,3,1,0,3,2,2,0.2534960721226089,1,1,0,1,10238,0.11727307639707303,0,4,0,2,0
196793,3,1,0,2,2,2,0.39930063273714717,1,0,1,1,10238,0.11727307639707303,0,3,0,2,0
590453,2,0,0,2,1,3,-0.0030433877364575575,1,1,0,1,92101,0.11727307639707303,0,2,0,0,0
119568,2,0,0,2,2,2,0.6810815700723507,1,1,0,0,10238,0.11727307639707303,0,0,0,0,0
506311,2,0,0,2,2,2,0.6769868969844214,1,1,0,1,10238,-0.26156547369166305,0,1,0,4,0
379364,1,0,0,1,0,0,-0.35355459302456643,1,0,1,1,32765,-2.5345967742240796,0,3,0,2,0
575492,1,0,0,1,1,1,-1.3252028646891674,1,1,0,1,10238,1.2537887266632812,0,0,0,2,0
754176,1,0,0,1,0,0,0.6741937170227705,1,1,1,1,10238,1.2537887266632812,0,1,0,1,0
17198,1,1,0,0,0,2,-0.18391564658010898,1,1,1,1,10238,-0.6404040237803992,0,0,0,0,0
53312,2,0,0,2,2,2,0.8136350066293271,1,0,1,1,10238,0.002486210617670396,0,5,1,1,0
392570,1,1,0,1,1,3,-1.0898916202535265,1,1,0,0,10238,1.2537887266632812,0,2,1,2,1
752366,1,1,0,1,0,0,-0.6846911866487123,0,0,1,1,10238,0.002486210617670396,0,1,0,0,0
555274,0,0,0,0,1,1,-2.7964054180192734,1,1,1,0,10238,-0.6404040237803992,0,0,0,0,0
922468,1,0,0,1,1,3,-0.7271972518890535,1,1,0,0,92101,0.002486210617670396,0,1,0,0,1
543431,2,1,0,0,2,2,-0.2038983037818406,1,0,1,1,10238,0.11727307639707303,0,0,0,0,0
816701,0,1,0,0,0,3,-0.0030433877364575575,1,1,0,1,32765,-1.7769196740466076,0,0,0,0,1
77676,2,0,0,1,1,0,0.3433813572886157,1,1,0,1,10238,0.8749501765745452,0,0,0,1,0
4199,2,0,0,2,2,0,-0.09411399121624303,1,1,0,1,92101,1.6326272767520174,0,2,0,2,0
504565,0,1,0,0,2,1,-1.1403577984018858,0,1,0,0,10238,1.2537887266632812,1,0,0,0,1
930350,3,1,0,3,2,2,0.5209129538816176,1,1,1,1,10238,0.11727307639707303,0,3,0,4,0
193785,1,0,0,0,0,2,-0.7208116318692324,1,1,1,1,10238,0.002486210617670396,0,0,0,0,0
380681,0,1,0,0,2,0,1.5265365736554821,1,0,0,0,10238,0.8749501765745452,0,0,0,0,0
650949,2,0,0,2,1,0,0.6707253320720016,0,1,1,1,92101,0.002486210617670396,0,0,1,1,0
89171,1,0,0,0,1,1,0.41139288777912386,1,1,0,1,10238,0.11727307639707303,0,0,0,0,0
153516,1,0,0,0,0,0,-0.7916430872291184,1,1,1,1,10238,0.002486210617670396,0,0,0,0,0
655609,0,0,0,0,2,1,-1.2416229494226168,0,1,0,0,32765,0.11727307639707303,0,0,0,0,1
285118,2,1,0,2,1,3,0.5033413801359804,1,1,0,0,10238,2.39030437692949,0,1,1,3,0
957571,0,0,0,0,0,0,1.0246036503995013,1,1,1,1,10238,-0.26156547369166305,0,0,0,0,0
527444,1,1,0,0,2,2,1.3289592068056124,1,0,1,1,32765,0.49611162648580914,0,0,0,0,1
291974,3,0,0,3,2,0,-0.7164358754980507,0,0,1,1,32765,-0.6404040237803992,0,7,1,1,0
757656,2,1,1,0,2,0,0.058533678232645,1,1,1,1,92101,-0.6404040237803992,0,0,0,0,1
474539,3,0,0,3,2,2,1.7763298776816066,0,1,1,0,10238,-0.6404040237803992,0,3,0,0,0
39393,2,1,0,1,0,0,-1.0113132490868555,1,1,1,1,32765,0.11727307639707303,0,2,0,0,0
482487,2,0,0,1,1,1,-0.0030433877364575575,0,1,1,1,32765,-2.5345967742240796,0,2,0,0,1
448500,2,1,0,2,2,2,0.6396075241513889,1,0,1,1,10238,0.8749501765745452,0,0,1,5,0
168210,2,1,0,2,1,1,-2.0744548261727154,0,1,1,1,10238,0.49611162648580914,0,3,0,2,0
293414,3,0,0,3,2,2,-0.22536270893700006,1,1,0,1,32765,0.11727307639707303,0,3,1,0,0
987686,3,1,0,3,2,2,1.3921237655213254,1,0,1,1,10238,-0.26156547369166305,0,5,0,5,0
90377,2,1,0,2,2,0,0.36836798364662626,1,1,0,1,10238,-0.6404040237803992,0,4,0,1,0
961510,2,0,1,0,0,2,1.17385381583183,1,1,1,1,32765,-1.3980811239578714,0,0,0,0,1
282832,0,1,0,0,0,1,-0.0030433877364575575,0,1,0,1,32765,-1.7769196740466076,0,0,0,0,1
940764,3,0,0,3,0,2,2.1151737470636354,1,1,0,1,10238,0.49611162648580914,0,2,0,1,0
484012,0,1,0,0,0,1,-2.069358997419718,0,1,0,0,10238,-0.26156547369166305,0,0,0,0,1
543794,1,0,0,0,1,0,1.202353648341757,1,1,0,1,92101,1.2537887266632812,0,0,0,0,1
537546,3,1,0,0,2,2,-0.0030433877364575575,1,0,1,1,10238,0.49611162648580914,0,0,0,0,0
975005,0,0,0,0,0,0,-1.392867642908826,1,1,0,0,10238,0.8749501765745452,0,0,0,0,1
810066,2,0,0,2,0,0,0.39299139814463413,1,1,1,1,32765,-1.0192425738691353,0,1,1,0,0
875302,1,1,0,1,2,0,0.09197472867752596,1,0,1,1,10238,-1.3980811239578714,0,1,0,0,0
471505,3,0,0,3,0,0,0.7865661267644863,0,1,1,1,10238,-0.26156547369166305,0,4,0,2,0
211286,2,0,0,2,1,0,0.17092724370447981,0,1,1,1,10238,0.002486210617670396,0,0,0,5,0
596870,3,1,0,2,0,2,0.7167889935442691,1,1,1,1,32765,-2.913435324312816,0,5,1,3,0
256936,3,1,1,3,1,2,1.1476354994789064,0,0,0,1,10238,1.2537887266632812,0,3,1,7,0
708087,0,1,0,0,1,3,0.3151966897276029,0,1,0,1,10238,0.11727307639707303,0,0,0,0,1
297877,3,0,0,2,0,2,0.6083770858335262,1,0,0,1,92101,-0.26156547369166305,0,0,0,1,0
362618,2,1,0,2,0,2,1.4651166236097863,1,1,1,1,10238,-0.26156547369166305,0,4,1,7,0
742122,2,1,0,1,2,2,0.04843408818534515,1,0,0,0,32765,1.6326272767520174,0,0,0,0,1
67899,3,1,0,3,0,2,-0.0030433877364575575,1,0,1,1,10238,-1.7769196740466076,0,5,0,11,0
466641,1,0,0,1,0,0,0.5581468618236023,1,1,0,1,10238,1.6326272767520174,1,1,0,1,0
913740,0,0,0,0,1,1,-1.6171443033295676,0,0,0,0,10238,1.2537887266632812,0,0,0,0,0
810638,3,1,0,2,0,2,0.651513650340713,1,0,0,1,10238,-1.7769196740466076,0,2,1,0,0
156883,3,1,0,1,0,2,0.9022391306498576,1,0,1,1,10238,-1.0192425738691353,0,1,1,2,0
936051,0,0,0,0,0,1,-0.0030433877364575575,0,1,0,0,10238,0.002486210617670396,0,0,0,0,1
920995,1,1,0,1,0,3,-0.7689548061496679,0,1,0,1,32765,0.11727307639707303,0,2,0,0,1
918219,2,0,0,0,2,2,1.2302514047855648,1,1,1,1,32765,-1.3980811239578714,0,0,0,0,1
403373,2,1,0,2,0,3,-1.8746290933019034,1,1,1,1,10238,-0.6404040237803992,0,4,1,3,0
688045,3,0,0,3,2,2,1.1271733585860262,1,0,1,1,10238,-0.26156547369166305,0,1,0,1,0
205298,2,1,0,2,2,3,-0.5852838058980783,1,0,1,1,10238,0.11727307639707303,1,0,0,5,0
902646,1,0,0,1,0,3,0.061072581407504,0,0,1,1,10238,0.11727307639707303,0,2,0,1,0
634221,2,0,0,1,2,0,-0.5765791544836752,0,1,1,1,10238,-0.6404040237803992,1,3,0,0,0
638975,2,1,1,1,0,2,1.276806944681692,1,1,1,1,10238,-0.6404040237803992,0,0,0,1,0
33022,2,1,0,2,2,2,1.3953996702812503,1,0,0,1,92101,0.49611162648580914,0,0,1,5,0
410028,2,0,0,2,1,0,1.041227743061727,1,0,1,1,32765,-1.3980811239578714,0,6,0,3,0
245794,3,1,0,2,2,2,-0.0030433877364575575,1,0,1,1,10238,0.002486210617670396,0,1,0,2,0
932163,3,0,0,3,0,2,0.6941469348096637,1,1,1,1,10238,-1.7769196740466076,0,5,1,5,0
740024,1,1,0,0,0,3,-1.4205381138285054,0,1,0,0,10238,1.6326272767520174,0,0,0,0,1
